359.0083,-10.1054,-5214
359.025,-10.1054,-5198
359.0417,-10.1054,-5190
359.0583,-10.1054,-5198
359.075,-10.1054,-5224
359.0916,-10.1054,-5262
359.1083,-10.1054,-5302
359.125,-10.1054,-5326
359.1416,-10.1054,-5332
359.1583,-10.1054,-5320
359.175,-10.1054,-5300
359.1917,-10.1054,-5286
359.2083,-10.1054,-5286
359.225,-10.1054,-5298
359.2416,-10.1054,-5314
359.2583,-10.1054,-5326
359.275,-10.1054,-5326
359.2917,-10.1054,-5310
359.3083,-10.1054,-5278
359.325,-10.1054,-5242
359.3416,-10.1054,-5216
359.3583,-10.1054,-5202
359.375,-10.1054,-5214
359.3916,-10.1054,-5238
359.4083,-10.1054,-5274
359.425,-10.1054,-5304
359.4417,-10.1054,-5330
359.4583,-10.1054,-5348
359.475,-10.1054,-5356
359.4916,-10.1054,-5358
359.5083,-10.1054,-5352
359.525,-10.1054,-5342
359.5417,-10.1054,-5330
359.5583,-10.1054,-5326
359.575,-10.1054,-5340
359.5916,-10.1054,-5376
359.6083,-10.1054,-5424
359.625,-10.1054,-5474
359.6416,-10.1054,-5516
359.6583,-10.1054,-5534
359.675,-10.1054,-5536
359.6917,-10.1054,-5532
359.7083,-10.1054,-5532
359.725,-10.1054,-5546
359.7416,-10.1054,-5564
359.7583,-10.1054,-5586
359.775,-10.1054,-5600
359.7917,-10.1054,-5596
359.8083,-10.1054,-5576
359.825,-10.1054,-5544
359.8416,-10.1054,-5510
359.8583,-10.1054,-5476
359.875,-10.1054,-5456
359.8916,-10.1054,-5452
359.9083,-10.1054,-5460
359.925,-10.1054,-5486
359.9417,-10.1054,-5514
359.9583,-10.1054,-5548
359.975,-10.1054,-5574
359.9916,-10.1054,-5590
359.0083,-10.1218,-5236
359.025,-10.1218,-5222
359.0417,-10.1218,-5218
359.0583,-10.1218,-5234
359.075,-10.1218,-5266
359.0916,-10.1218,-5312
359.1083,-10.1218,-5352
359.125,-10.1218,-5378
359.1416,-10.1218,-5382
359.1583,-10.1218,-5368
359.175,-10.1218,-5346
359.1917,-10.1218,-5330
359.2083,-10.1218,-5330
359.225,-10.1218,-5342
359.2416,-10.1218,-5364
359.2583,-10.1218,-5380
359.275,-10.1218,-5382
359.2917,-10.1218,-5366
359.3083,-10.1218,-5336
359.325,-10.1218,-5302
359.3416,-10.1218,-5272
359.3583,-10.1218,-5262
359.375,-10.1218,-5272
359.3916,-10.1218,-5296
359.4083,-10.1218,-5328
359.425,-10.1218,-5358
359.4417,-10.1218,-5382
359.4583,-10.1218,-5396
359.475,-10.1218,-5402
359.4916,-10.1218,-5400
359.5083,-10.1218,-5394
359.525,-10.1218,-5376
359.5417,-10.1218,-5360
359.5583,-10.1218,-5350
359.575,-10.1218,-5356
359.5916,-10.1218,-5384
359.6083,-10.1218,-5426
359.625,-10.1218,-5474
359.6416,-10.1218,-5512
359.6583,-10.1218,-5530
359.675,-10.1218,-5532
359.6917,-10.1218,-5524
359.7083,-10.1218,-5522
359.725,-10.1218,-5532
359.7416,-10.1218,-5556
359.7583,-10.1218,-5582
359.775,-10.1218,-5600
359.7917,-10.1218,-5598
359.8083,-10.1218,-5578
359.825,-10.1218,-5546
359.8416,-10.1218,-5504
359.8583,-10.1218,-5470
359.875,-10.1218,-5446
359.8916,-10.1218,-5438
359.9083,-10.1218,-5450
359.925,-10.1218,-5476
359.9417,-10.1218,-5512
359.9583,-10.1218,-5550
359.975,-10.1218,-5578
359.9916,-10.1218,-5592
359.0083,-10.1383,-5252
359.025,-10.1383,-5242
359.0417,-10.1383,-5244
359.0583,-10.1383,-5266
359.075,-10.1383,-5308
359.0916,-10.1383,-5356
359.1083,-10.1383,-5398
359.125,-10.1383,-5424
359.1416,-10.1383,-5428
359.1583,-10.1383,-5410
359.175,-10.1383,-5386
